Ticker,DateKey,month_end_close,monthly_high,monthly_low,total_volume,monthly_return
MTB,201712,170.99,176.62,163.27,11628372,1.2074578277597043
MTB,201801,190.78,192.675,170.0,13187629,11.573776244224804
MTB,201802,184.97,193.85,175.31,4075016,-3.045392598804907
MTD,201302,212.8,222.48,205.01,2566511,
MTD,201303,213.22,222.26,208.44,3183507,0.1973684210526257
MTD,201304,208.96,213.708,196.48,4831014,-1.997936403714469
MTD,201305,218.26,229.68,196.0,4706193,4.450612557427251
MTD,201306,201.2,219.81,199.91,3586767,-7.816365802254194
MTD,201307,220.6,225.0,202.34,2980216,9.642147117296226
MTD,201308,220.23,231.55,210.0,2030860,-0.16772438803264034
MTD,201309,240.09,243.57,217.82,2179292,9.01784498024793
MTD,201310,247.46,251.25,231.05,3291329,3.0696822025073947
MTD,201311,246.57,255.0,235.52,4624843,-0.3596540855087751
MTD,201312,242.59,249.61,235.86,3106525,-1.6141460842762663
MTD,201401,246.3,256.98,239.03,3020032,1.5293293210767172
MTD,201402,245.76,258.31,234.34,4787400,-0.21924482338612278
MTD,201403,235.68,247.08,229.06,3025532,-4.101562499999994
MTD,201404,233.12,243.49,221.0,3451677,-1.0862186014935515
MTD,201405,245.02,247.66,231.5,3540741,5.104667124227868
MTD,201406,253.18,253.36,243.06,2735336,3.3303403803771108
MTD,201407,257.14,267.22,248.68,2904616,1.5641045896200252
MTD,201408,270.48,273.32,253.03,2357273,5.187835420393572
MTD,201409,256.13,274.48,254.76,2497183,-5.305383022774335
MTD,201410,258.47,290.93,228.3,3027618,0.9135985632296223
MTD,201411,293.26,300.31,257.71,3070453,13.459976012690046
MTD,201412,302.46,308.67,278.46,3088994,3.137147923344469
MTD,201501,303.95,307.65,286.35,2626581,0.49262712424783744
MTD,201502,314.17,328.0,300.805,2631189,3.3623951307780975
MTD,201503,328.65,333.45,305.52,2781665,4.6089696661043265
MTD,201504,317.01,333.47,315.19,2107139,-3.5417617526243688
MTD,201505,324.68,338.49,317.31,3050873,2.4194820352670314
MTD,201506,341.46,346.67,321.8,3217619,5.168165578415662
MTD,201507,337.6,350.11,327.43,4559266,-1.130439875827317
MTD,201508,296.55,339.54,280.5496,4440680,-12.159360189573462
MTD,201509,284.74,306.4,275.3,5333318,-3.9824650143314795
MTD,201510,310.99,312.52,279.31,4408879,9.218936573716373
MTD,201511,342.78,347.055,310.25,4291698,10.222193639666859
MTD,201512,339.13,348.39,325.4,3539065,-1.0648229184899871
MTD,201601,312.85,336.8,298.02,4633548,-7.74924070415474
MTD,201602,314.91,329.83,291.325,4451676,0.6584625219753882
MTD,201603,344.76,349.0,316.57,3186768,9.478898732971313
MTD,201604,357.95,368.41,342.05,2937372,3.825849866573848
MTD,201605,375.32,375.73,348.0,4529447,4.852633049308564
MTD,201606,364.92,386.68,343.61,3987577,-2.770968773313433
MTD,201607,411.21,412.48,357.57,2551516,12.684972048668191
MTD,201608,403.07,416.75,395.16,3911727,-1.9795238442644845
MTD,201609,419.83,421.24,386.01,10857099,4.158086684694964
MTD,201610,404.08,424.13,395.87,3918475,-3.75151847176238
MTD,201611,412.02,434.5,395.61,4682289,1.9649574341714506
MTD,201612,418.56,431.019,407.865,3759250,1.5873015873015923
MTD,201701,426.63,433.78,408.97,3592316,1.9280389908256863
MTD,201702,476.22,478.19,427.12,4063737,11.623655157865137
MTD,201703,478.91,489.92,471.14,3526047,0.5648649783713404
MTD,201704,513.42,518.32,472.44,2848217,7.205946837610393
MTD,201705,582.81,584.36,508.24,3752593,13.515250671964472
MTD,201706,588.54,604.99,572.75,3732447,0.9831677562155795
MTD,201707,573.08,618.13,573.0,3816383,-2.6268392972440147
MTD,201708,605.09,607.2799,570.0801,2861919,5.585607594053185
MTD,201709,626.16,636.54,595.65,2363315,3.482126625791194
MTD,201710,682.63,684.78,630.355,2135037,9.018461735019809
MTD,201711,629.21,694.48,614.65,3281850,-7.825615633652191
MTD,201712,619.52,646.75,605.3,3247870,-1.5400263822889104
MTD,201801,675.26,697.26,621.53,3373660,8.997288223140497
MTD,201802,641.96,685.0,618.68,905735,-4.931433818084879
MU,201302,8.375,8.495,7.64,396512352,
MU,201303,9.975,10.27,8.2,711529712,19.104477611940293
MU,201304,9.42,10.22,9.04,655869959,-5.5639097744360875
MU,201305,11.68,11.99,9.07,662628589,23.991507430997874
MU,201306,14.33,14.53,11.405,919505661,22.688356164383567
MU,201307,13.24,14.6,12.31,997420530,-7.6064200976971375
MU,201308,13.57,15.07,13.05,771167398,2.492447129909366
MU,201309,17.469,17.95,13.7,923924510,28.732498157700814
MU,201310,17.68,18.85,16.17,1196612539,1.2078539126452488
MU,201311,21.1,21.31,17.39,809054189,19.34389140271494
MU,201312,21.75,23.67,20.81,808461402,3.08056872037914
MU,201401,23.04,24.5,20.635,764845630,5.9310344827586166
MU,201402,24.19,25.68,22.65,619955002,4.9913194444444535
MU,201403,23.66,25.15,21.7,570845085,-2.1909880115750355
MU,201404,26.12,26.62,21.02,786198307,10.397295012679631
MU,201405,28.59,29.03,25.25,490877915,9.456355283307806
MU,201406,32.95,33.05,28.05,612484089,15.250087443161956
MU,201407,30.55,34.85,29.85,595784001,-7.283763277693481
MU,201408,32.6,33.7,29.378,418352860,6.710310965630118
MU,201409,34.26,34.85,29.73,523535819,5.09202453987729
MU,201410,33.09,34.4,26.32,774246570,-3.4150612959719635
MU,201411,35.95,36.22,31.69,326396184,8.643094590510726
MU,201412,35.01,36.59,32.37,359451096,-2.6147426981919466
MU,201501,29.265,35.52,28.51,610506612,-16.4095972579263
MU,201502,30.67,32.84,28.09,434426573,4.8009567743037795
MU,201503,27.13,31.495,25.61,544653963,-11.542223671340079
MU,201504,28.13,29.78,26.4,436295773,3.685956505713233
MU,201505,27.93,29.25,26.01,429768570,-0.7109847138286501
MU,201506,18.84,28.53,18.55,703905889,-32.54564983888292
MU,201507,18.51,20.57,17.14,864703813,-1.751592356687889
MU,201508,16.41,19.47,13.5,699177512,-11.345218800648304
MU,201509,14.98,17.97,13.92,541386348,-8.71419865935405
MU,201510,16.56,19.3,14.5,698616370,10.547396528704928
MU,201511,15.93,18.05,14.65,370952409,-3.8043478260869503
MU,201512,14.16,16.63,13.51,503631565,-11.111111111111109
MU,201601,11.03,15.08,9.31,651121183,-22.104519774011305
MU,201602,10.63,11.75,9.45,461446712,-3.6264732547597336
MU,201603,10.47,12.29,10.01,527884140,-1.5051740357478847
MU,201604,10.75,12.405,10.05,517968396,2.674307545367711
MU,201605,12.72,12.91,9.35,561927073,18.325581395348845
MU,201606,13.76,14.16,11.575,697866986,8.17610062893081
MU,201607,13.74,14.89,11.5,612699690,-0.14534883720929923
MU,201608,16.49,17.25,13.02,529876278,20.0145560407569
MU,201609,17.78,18.16,16.3,541955812,7.822922983626457
MU,201610,17.16,18.331,16.17,539021947,-3.487064116985382
MU,201611,19.53,20.44,16.45,537962343,13.811188811188819
MU,201612,21.92,23.64,18.18,631648493,12.237583205325144
MU,201701,24.11,24.24,21.49,448565371,9.990875912408747
MU,201702,23.44,25.31,22.64,485702018,-2.778929904603891
MU,201703,28.9,29.87,24.07,728246076,23.293515358361763
MU,201704,27.67,29.04,26.3601,460505761,-4.256055363321789
MU,201705,30.77,31.1,26.96,509266890,11.203469461510652
MU,201706,29.86,32.96,29.21,772196789,-2.957426064348392
MU,201707,28.12,32.35,27.87,562428587,-5.827193569993297
MU,201708,31.97,32.02,26.85,543420410,13.69132290184921
MU,201709,39.33,39.36,31.65,731579654,23.02158273381295
MU,201710,44.31,44.57,38.81,834077672,12.662090007627777
MU,201711,42.39,49.89,41.86,694935904,-4.333107650643199
MU,201712,41.12,46.8,39.07,895251643,-2.9959896201934493
MU,201801,43.72,46.98,41.19,831013737,6.322957198443584
MU,201802,42.01,44.09,39.01,240495326,-3.9112534309240643
MYL,201302,29.61,30.47,27.95,68201766,
MYL,201303,28.955,31.22,28.638,135524468,-2.212090509962854
MYL,201304,29.11,29.51,27.655,136632309,0.5353134173717877
MYL,201305,30.48,32.265,27.77,117169998,4.706286499484716
MYL,201306,31.03,32.0,29.5,89175064,1.8044619422572201
MYL,201307,33.56,33.74,30.01,70895378,8.153399935546249
MYL,201308,35.34,37.47,33.53,101688126,5.303933253873662
MYL,201309,38.17,39.41,34.86,89821165,8.007923033389922
MYL,201310,37.865,40.55,36.97,100211120,-0.7990568509300491
MYL,201311,44.13,44.73,37.43,86507014,16.54562260662881
MYL,201312,43.4,44.68,41.26,70984075,-1.6542034896895625
MYL,201401,45.41,46.73,41.97,70537173,4.631336405529949
MYL,201402,55.57,57.07,42.43,102207323,22.373926447918972
MYL,201403,48.83,57.52,47.36,110832922,-12.128846499910027
MYL,201404,50.78,55.3034,44.74,166871258,3.9934466516485827
MYL,201405,49.84,52.0,45.11,91814070,-1.8511224891689597
MYL,201406,51.56,53.56,48.42,57875320,3.4510433386837853
MYL,201407,49.37,53.05,48.95,112389016,-4.247478665632283
MYL,201408,48.6,49.79,44.8,106070105,-1.5596516102896416
MYL,201409,45.49,49.0,44.8,84341387,-6.399176954732509
MYL,201410,53.55,56.1,45.02,126547671,17.71817981974059
MYL,201411,58.61,59.6,52.33,64171869,9.449112978524749
MYL,201412,56.37,58.855,53.27,64306366,-3.8218734004436135
MYL,201501,53.15,57.32,52.39,74186548,-5.712258293418484
MYL,201502,57.325,58.37,52.21,53845122,7.855126999059274
MYL,201503,59.35,65.63,54.81,123607999,3.5324901875272543
MYL,201504,72.26,76.685,57.46,348449461,21.75231676495367
MYL,201505,72.63,74.61,69.49,120113985,0.5120398560752702
MYL,201506,67.86,74.66,67.33,109673477,-6.567534076827752
MYL,201507,55.99,73.91,53.81,168973308,-17.491895078101972
MYL,201508,49.59,57.81,45.5,181523536,-11.430612609394531
MYL,201509,40.26,50.16,39.16,157433455,-18.81427707199033
MYL,201510,44.09,48.04,37.59,196962175,9.513164431197232
MYL,201511,51.3,52.46,42.56,198997050,16.352914493082316
MYL,201512,54.07,55.505,50.13,125147551,5.399610136452248
MYL,201601,52.69,54.44,48.03,108770985,-2.5522470871093073
MYL,201602,45.07,53.21,40.04,157213686,-14.461947238565187
MYL,201603,46.35,48.7096,43.65,106101272,2.8400266252496142
MYL,201604,41.71,49.42,41.31,112015141,-10.010787486515643
MYL,201605,43.34,44.56,38.01,113621073,3.90793574682331
MYL,201606,43.24,47.0,41.615,111325539,-0.23073373327180763
MYL,201607,46.79,48.34,41.99,67958651,8.209990749306192
MYL,201608,42.36,50.4,41.87,164857724,-9.467835007480229
MYL,201609,38.12,43.72,37.65,150544423,-10.009442870632677
MYL,201610,36.5,40.45,35.58,149414001,-4.249737670514159
MYL,201611,36.61,40.5,33.6,140345621,0.30136986301369706
MYL,201612,38.15,38.79,33.79,107417049,4.206500956022943
MYL,201701,38.05,40.0811,35.16,104423575,-0.26212319790301813
MYL,201702,41.85,42.7,38.07,108045275,9.986859395532207
MYL,201703,38.99,45.87,38.95,156674110,-6.833930704898446
MYL,201704,37.35,40.07,36.54,90924647,-4.2062067196717114
MYL,201705,38.98,40.1,36.59,118089633,4.36412315930387
MYL,201706,38.82,40.67,36.5,130399450,-0.41046690610568654
MYL,201707,38.99,39.8,37.28,68532921,0.4379185986604887
MYL,201708,31.48,39.05,29.39,211663597,-19.261349063862532
MYL,201709,31.37,33.67,30.69,125877531,-0.3494282083862752
MYL,201710,35.71,39.68,31.03,149974433,13.834874083519285
MYL,201711,36.53,38.44,34.96,108112273,2.2962755530663688
MYL,201712,42.31,42.53,36.06,136438814,15.82261155214892
MYL,201801,42.85,47.82,42.28,130424393,1.276294020326162
MYL,201802,40.45,43.5,39.55,27510848,-5.600933488914816
NAVI,201404,16.55,17.38,15.0,33619029,
NAVI,201405,15.8,17.36,15.5,102302941,-4.531722054380665
NAVI,201406,17.71,17.98,15.58,60048461,12.08860759493671
NAVI,201407,17.2,18.28,17.19,62216722,-2.879728966685497
NAVI,201408,17.94,18.0,16.76,32678193,4.302325581395361
NAVI,201409,17.71,18.175,17.19,32493299,-1.2820512820512842
NAVI,201410,19.78,19.86,16.98,68209237,11.688311688311689
NAVI,201411,20.96,21.49,19.18,41287638,5.965621840242668
NAVI,201412,21.61,22.71,20.52,48246310,3.1011450381679317
NAVI,201501,19.74,22.0099,17.16,46602661,-8.653401203146696
NAVI,201502,21.4,22.405,19.57,40079087,8.409321175278624
NAVI,201503,20.33,21.05,18.44,70496541,-5.000000000000002
NAVI,201504,19.54,20.95,19.51,39798871,-3.8858829316281316
NAVI,201505,19.27,20.18,18.94,43153807,-1.381780962128964
NAVI,201506,18.21,19.595,18.09,43814601,-5.500778412039433
NAVI,201507,15.7,19.0,15.49,65764057,-13.783635365183972
NAVI,201508,12.79,16.0,12.01,75941570,-18.53503184713376
NAVI,201509,11.24,12.99,10.945,113589770,-12.11884284597341
NAVI,201510,13.19,13.83,10.62,118327059,17.34875444839857
NAVI,201511,11.91,13.925,11.52,72307526,-9.704321455648214
NAVI,201512,11.45,12.95,11.23,117961307,-3.862300587741401
NAVI,201601,9.56,11.7399,8.2904,110309836,-16.506550218340603
NAVI,201602,10.83,11.06,8.2,79049229,13.284518828451878
NAVI,201603,11.97,12.5965,10.4,87403064,10.526315789473689
NAVI,201604,13.67,13.995,11.095,75376711,14.202172096908933
NAVI,201605,13.71,13.87,12.17,64648580,0.292611558156554
NAVI,201606,11.95,13.67,11.01,64209910,-12.837345003646982
NAVI,201607,14.2,14.48,11.53,56728524,18.82845188284519
NAVI,201608,14.38,14.67,13.32,61890536,1.2676056338028274
NAVI,201609,14.47,14.82,13.14,67616508,0.6258692628650894
NAVI,201610,12.78,14.92,12.66,68781215,-11.679336558396692
NAVI,201611,17.23,17.95,12.77,89031047,34.820031298904546
NAVI,201612,16.43,17.54,16.12,65119765,-4.643064422518867
NAVI,201701,15.04,17.05,14.76,57206239,-8.460133901399882
NAVI,201702,15.41,15.86,14.9,39614785,2.46010638297873
NAVI,201703,14.76,15.82,13.67,58046569,-4.218040233614538
NAVI,201704,15.2,16.39,14.15,51207579,2.9810298102980997
NAVI,201705,14.43,15.67,13.36,56202019,-5.065789473684208
NAVI,201706,16.65,16.97,14.02,62749779,15.384615384615378
NAVI,201707,14.75,16.93,14.46,45233552,-11.411411411411404
NAVI,201708,13.2,14.95,13.17,38911481,-10.508474576271192
NAVI,201709,15.02,15.61,13.09,63038760,13.78787878787879
NAVI,201710,12.46,15.1,11.481,111129704,-17.043941411451392
NAVI,201711,12.61,12.95,11.84,95780999,1.2038523274478214
NAVI,201712,13.32,13.6401,12.19,83544480,5.630452022204606
NAVI,201801,14.25,14.87,13.15,70926771,6.98198198198198
NAVI,201802,14.04,14.55,13.08,17978436,-1.473684210526322
NBL,201302,55.415,57.795,53.63,30544288,
NBL,201303,57.83,58.32,54.015,38168436,4.358025805287376
NBL,201304,56.645,59.24,52.62,52083588,-2.0491094587584215
NBL,201305,57.65,61.605,55.06,53998182,1.774207785329677
NBL,201306,60.04,61.77,56.26,38523189,4.145706851691242
NBL,201307,62.49,66.3,59.85,36610828,4.08061292471686
NBL,201308,61.43,65.16,61.0,28470138,-1.6962714034245516
NBL,201309,67.01,68.43,61.65,28243698,9.08350968582127
NBL,201310,74.93,78.01,64.36,45334245,11.819131472914492
NBL,201311,70.24,76.92,68.58,39649916,-6.259175230214882
NBL,201312,68.11,70.74,65.79,49364653,-3.0324601366742536
NBL,201401,62.33,67.95,61.75,47167250,-8.486272206724419
NBL,201402,68.76,70.5,60.14,60859588,10.316059682335965
NBL,201403,71.04,71.98,65.37,35726482,3.315881326352532
NBL,201404,71.78,76.29,69.22,39334787,1.0416666666666594
NBL,201405,72.07,72.46,68.83,36297080,0.4040122596823517
NBL,201406,77.46,79.63,71.26,39075826,7.47884001665048
NBL,201407,66.49,77.93,65.67,61433466,-14.162148205525432
NBL,201408,72.14,72.85,66.32,53932768,8.49751842382314
NBL,201409,68.36,72.06,67.9,41983766,-5.239811477682286
NBL,201410,57.63,68.73,52.65,73729904,-15.696313633703914
NBL,201411,49.18,58.2,48.94,60572163,-14.662502169009201
NBL,201412,47.43,52.36,42.11,95316623,-3.5583570557137048
NBL,201501,47.74,48.14,41.01,74018594,0.6535947712418348
NBL,201502,47.23,52.417,45.77,85619117,-1.0682865521575304
NBL,201503,48.9,49.72,43.31,86327668,3.535888206648321
NBL,201504,50.72,53.675,48.24,61479873,3.721881390593048
NBL,201505,43.78,52.69,42.8,110199268,-13.682965299684538
NBL,201506,42.68,46.9335,42.1263,97027282,-2.512562814070355
NBL,201507,35.23,43.03,34.25,118839729,-17.45548266166824
NBL,201508,33.41,37.1,29.17,131419192,-5.166051660516606
NBL,201509,30.18,33.99,29.13,160345446,-9.667764142472306
NBL,201510,35.84,37.88,29.56,118578456,18.754141815772048
NBL,201511,36.67,39.85,34.25,76855665,2.315848214285709
NBL,201512,32.93,37.04,30.39,98661218,-10.19907281156259
NBL,201601,32.37,33.87,23.77,122332211,-1.7005769814758647
NBL,201602,29.5,33.04,26.705,114369735,-8.86623416743898
NBL,201603,31.41,35.04,27.8502,108702242,6.474576271186441
NBL,201604,36.11,37.5695,29.47,88422498,14.963387456224131
NBL,201605,35.75,37.48,34.15,83128330,-0.9969537524231499
NBL,201606,35.87,38.62,33.78,81676403,0.3356643356643285
NBL,201607,35.72,37.41,33.99,56035335,-0.4181767493727309
NBL,201608,34.48,36.21,32.71,91435249,-3.4714445688689866
NBL,201609,35.74,37.5,32.75,79182871,3.6542923433874863
NBL,201610,34.47,36.64,33.75,62782628,-3.5534415221040936
NBL,201611,38.16,38.92,33.91,96632339,10.704960835509132
NBL,201612,38.06,42.03,37.89,75093885,-0.26205450733751134
NBL,201701,39.76,40.89,36.8,97240371,4.466631634261681
NBL,201702,36.41,40.57,36.2,76951768,-8.425553319919521
NBL,201703,34.34,37.33,32.33,101724610,-5.685251304586634
NBL,201704,32.33,35.74,32.265,87941939,-5.8532323820617504
NBL,201705,28.69,33.27,28.29,177185461,-11.258892669347347
NBL,201706,28.3,30.19,27.66,139160184,-1.3593586615545505
NBL,201707,28.91,30.06,26.56,82812897,2.155477031802118
NBL,201708,23.77,28.395,22.985,120856863,-17.779315115876862
NBL,201709,28.36,28.61,23.59,117095575,19.310054690786703
NBL,201710,27.87,28.92,26.37,97573550,-1.727785613540192
NBL,201711,26.3,29.14,25.36,95457134,-5.633297452457841
NBL,201712,29.14,29.58,25.59,92381158,10.79847908745247
NBL,201801,30.52,33.46,29.32,88839041,4.735758407687025
NBL,201802,27.08,31.19,27.07,32836622,-11.271297509829624
NCLH,201302,30.98,31.905,27.32,9037989,
NCLH,201303,29.65,31.68,29.02,9889810,-4.2930923176242795
NCLH,201304,31.01,31.07,28.5101,8001511,4.5868465430016965
NCLH,201305,30.75,32.93,29.91,8350160,-0.838439213157051
NCLH,201306,30.31,32.08,28.0,8977380,-1.4308943089430937
NCLH,201307,30.31,32.27,29.26,5622363,0.0
NCLH,201308,31.09,32.93,28.2801,21797594,2.5734081161332933
NCLH,201309,30.85,33.674,30.19,8927880,-0.7719523962688917
NCLH,201310,32.02,33.5,28.57,22729852,3.7925445705024368
NCLH,201311,34.1,34.55,31.12,7788152,6.49594003747657
NCLH,201312,35.47,35.97,31.5,27661136,4.0175953079178806
NCLH,201401,35.02,37.3,33.775,14329053,-1.268677755850002
NCLH,201402,34.27,36.7,31.65,21915808,-2.141633352370074
NCLH,201403,32.27,34.32,31.61,32911352,-5.8360081704114375
NCLH,201404,32.77,33.66,29.08,27947387,1.5494267121165168
NCLH,201405,33.75,34.18,31.16,19344945,2.990540128165996
NCLH,201406,31.7,34.14,31.04,25987122,-6.074074074074076
NCLH,201407,32.78,34.33,31.41,22790407,3.406940063091488
NCLH,201408,33.31,34.5,31.38,14519904,1.6168395363026271
NCLH,201409,36.02,38.05,35.73,21057999,8.135694986490545
NCLH,201410,39.0,39.51,30.44,26814846,8.27318156579677
NCLH,201411,43.89,45.07,38.11,23633790,12.53846153846154
NCLH,201412,46.76,48.16,42.28,25829632,6.539074960127586
NCLH,201501,43.76,47.46,42.64,27975036,-6.41573994867408
NCLH,201502,49.32,50.09,42.545,29701012,12.705667276051194
NCLH,201503,54.01,55.35,49.42,37339471,9.509326845093263
NCLH,201504,48.51,55.38,48.08,22626686,-10.183299389002038
NCLH,201505,54.56,57.55,48.03,32246879,12.471655328798196
NCLH,201506,56.04,57.0,53.68,29299603,2.712609970674481
NCLH,201507,62.42,63.22,54.481,23243880,11.38472519628837
NCLH,201508,57.6,62.97,50.0,41995396,-7.7218840115347644
NCLH,201509,57.3,62.9349,55.59,24814989,-0.5208333333333408
NCLH,201510,63.62,64.1,56.0,22449759,11.029668411867366
NCLH,201511,57.44,64.27,53.46,28439157,-9.713926438226974
NCLH,201512,58.6,60.13,55.71,45003302,2.0194986072423466
NCLH,201601,45.37,58.19,42.21,48811631,-22.576791808873725
NCLH,201602,49.13,50.16,37.01,62685586,8.287414591139532
NCLH,201603,55.29,55.59,46.445,43572458,12.538164054549148
NCLH,201604,48.89,55.25,47.78,33955399,-11.575330077771746
NCLH,201605,46.41,50.31,44.09,37308207,-5.072611986091234
NCLH,201606,39.84,46.66,38.17,41267152,-14.156431803490612
NCLH,201607,42.6,44.7,39.32,39051761,6.927710843373489
NCLH,201608,35.89,43.57,35.36,65496106,-15.751173708920188
NCLH,201609,37.7,38.31,34.16,49145498,5.043187517414328
NCLH,201610,38.87,39.19,35.57,42013561,3.1034482758620543
NCLH,201611,39.81,41.61,35.21,43487595,2.4183174684847053
NCLH,201612,42.53,45.4999,38.66,29111301,6.83245415724692
NCLH,201701,47.0,50.05,42.64,22889403,10.51022807430049
NCLH,201702,50.7,52.5,46.83,27567565,7.87234042553192
NCLH,201703,50.73,52.1,49.045,24105427,0.05917159763312432
NCLH,201704,53.93,54.8686,46.96,30798696,6.307904592943038
NCLH,201705,49.97,56.29,47.76,41594518,-7.3428518449842395
NCLH,201706,54.29,56.26,49.52,36800297,8.645187112267362
NCLH,201707,55.07,56.36,53.16,19249292,1.436728679314793
NCLH,201708,59.46,61.48,54.15,54545827,7.971672416923916
NCLH,201709,54.05,60.0,51.99,38592671,-9.098553649512283
NCLH,201710,55.75,59.66,53.45,92973954,3.1452358926919577
NCLH,201711,54.16,58.27,52.36,44384764,-2.852017937219737
NCLH,201712,53.25,56.84,52.58,35266704,-1.6802067946824162
NCLH,201801,60.74,61.05,53.575,34248325,14.06572769953052
NCLH,201802,57.74,61.18,55.2001,8900340,-4.9390846229832075
NDAQ,201302,31.66,32.1499,29.142,33317432,
NDAQ,201303,32.3,32.89,31.18,23665603,2.0214782059380827
NDAQ,201304,29.48,32.5,27.47,48857697,-8.730650154798752
NDAQ,201305,31.46,32.445,29.1,33118716,6.716417910447762
NDAQ,201306,32.79,33.43,30.53,27804118,4.227590591226949
NDAQ,201307,32.4,34.41,31.87,22107837,-1.1893870082342195
NDAQ,201308,29.86,33.21,29.69,27935048,-7.839506172839504
NDAQ,201309,32.11,32.68,29.51,28395916,7.53516409912927
NDAQ,201310,35.43,36.25,31.76,26975545,10.339458112737466
NDAQ,201311,39.29,39.83,35.01,22750433,10.89472198701665
NDAQ,201312,39.8,40.641,38.21,24578806,1.2980402137948537
NDAQ,201401,38.15,40.74,37.06,25986622,-4.145728643216077
NDAQ,201402,38.39,39.79,36.37,24714186,0.6290956749672398
NDAQ,201403,36.94,41.25,36.36,35808453,-3.7770252669966213
NDAQ,201404,36.9,37.33,33.49,58779426,-0.10828370330265066
NDAQ,201405,37.9,38.16,34.7,25073694,2.710027100271003
NDAQ,201406,38.62,39.24,36.24,28798705,1.8997361477572532
NDAQ,201407,42.19,43.255,38.31,30829327,9.243915069911964
NDAQ,201408,43.47,44.06,40.91,18729726,3.0338942877459143
NDAQ,201409,42.42,44.33,41.83,19072464,-2.415458937198061
NDAQ,201410,43.26,43.39,38.43,25165852,1.9801980198019715
NDAQ,201411,44.91,44.97,43.0,13903425,3.81414701803051
NDAQ,201412,47.96,49.71,44.26,21195082,6.791360498775338
NDAQ,201501,45.6,49.39,44.82,23321140,-4.920767306088406
NDAQ,201502,50.16,51.22,45.61,17101589,9.99999999999999
NDAQ,201503,50.94,51.181,48.91,20908770,1.5550239234449785
NDAQ,201504,48.63,50.93,48.11,23234916,-4.534746760895161
NDAQ,201505,51.75,52.94,48.62,15963194,6.4157927205428695
NDAQ,201506,48.81,52.34,48.53,18581005,-5.68115942028985
NDAQ,201507,51.03,52.42,47.81,20946104,4.548248309772585
NDAQ,201508,51.19,54.68,47.95,35888959,0.31354105428178836
NDAQ,201509,53.33,53.9999,49.82,22559520,4.180504004688417
NDAQ,201510,57.89,59.9,50.98,21813132,8.55053440840053
NDAQ,201511,58.62,60.05,56.19,23524728,1.2610122646398287
NDAQ,201512,58.17,60.1097,54.62,24924152,-0.7676560900716407
NDAQ,201601,62.0,62.36,55.27,27792613,6.584149905449542
NDAQ,201602,63.29,65.1,57.85,27788394,2.080645161290321
NDAQ,201603,66.38,67.605,63.11,33361536,4.882287881181855
NDAQ,201604,61.71,66.66,61.25,21687664,-7.03525158180174
NDAQ,201605,66.01,66.03,61.57,16346242,6.968076486793071
NDAQ,201606,64.67,65.97,61.19,19161816,-2.0299954552340607
NDAQ,201607,70.76,71.47,63.1901,14663261,9.4170403587444
NDAQ,201608,71.21,71.88,69.23,16943480,0.6359525155454898
NDAQ,201609,67.54,71.92,67.0,14822018,-5.153770537845792
NDAQ,201610,63.97,67.77,63.32,15979988,-5.285756588688195
NDAQ,201611,64.09,68.29,63.3,19265478,0.18758793184305855
NDAQ,201612,67.12,69.73,63.36,17250013,4.727726634420348
NDAQ,201701,70.54,70.61,66.1,13828587,5.0953516090584055
NDAQ,201702,71.11,71.89,68.62,19148604,0.8080521689821281
NDAQ,201703,69.45,72.52,68.425,20960420,-2.334411475179295
NDAQ,201704,68.87,70.99,67.92,16473353,-0.8351331893448499
NDAQ,201705,67.65,69.24,65.98,18607830,-1.7714534630463175
NDAQ,201706,71.49,72.14,67.37,18609938,5.676274944567611
NDAQ,201707,74.37,75.23,69.52,13907855,4.028535459504839
NDAQ,201708,75.38,77.75,74.11,15753228,1.3580744924028383
NDAQ,201709,77.57,78.31,73.35,17190081,2.90527991509684
NDAQ,201710,72.65,78.07,71.77,30436227,-6.342658244166543
NDAQ,201711,79.16,79.85,71.65,19435759,8.960770818995169
NDAQ,201712,76.83,80.14,74.95,16263694,-2.9434057604850916
NDAQ,201801,80.91,83.29,76.475,20066356,5.310425614994141
NDAQ,201802,77.27,82.16,72.98,9297641,-4.498825855889261
NEE,201302,71.87,73.4999,71.42,42714986,
NEE,201303,77.68,77.79,71.51,42270306,8.084040628913318
NEE,201304,82.03,82.65,77.24,34040900,5.599897013388252
NEE,201305,75.62,82.2,74.86,36004339,-7.814214311837128
NEE,201306,81.48,81.78,74.78,44747074,7.7492726791854
NEE,201307,86.61,87.65,79.04,41534590,6.296023564064796
NEE,201308,80.36,88.39,79.74,35335172,-7.216256783281376
NEE,201309,80.16,83.89,78.81,45958361,-0.24888003982080992
NEE,201310,84.75,86.73,78.97,37923751,5.726047904191621
NEE,201311,84.59,89.75,84.38,41368993,-0.18879056047197237
NEE,201312,85.62,85.84,81.521,45451278,1.217638018678332
NEE,201401,91.93,92.25,83.97,46363645,7.369773417425837
NEE,201402,91.39,94.04,89.012,40188517,-0.5874034591537107
NEE,201403,95.62,96.13,89.81,42228908,4.628515154830948
NEE,201404,99.85,101.5,93.28,43198030,4.423760719514735
NEE,201405,97.36,100.35,94.22,46774622,-2.4937406109163693
NEE,201406,102.48,102.51,94.19,48361645,5.258833196384557
NEE,201407,93.89,102.46,93.8,39166761,-8.382123341139737
NEE,201408,98.45,98.63,91.79,36742294,4.856747257428909
